Class,A_index,B_index,A_Atomicweight,B_Atomicweight,molar_mass,A/B_AtomicWeight,A_PeriodNumber,B_PeriodNumber,A_Mendeleevnumber,B_Mendeleevnumber,A-B_Mendeleevnumber,A_Zeff,B_Zeff,A-B_Zeff,A+B_Zeff,Largest_Zeff,Lowest_Zeff,Avg_Zeff,"A_Pauling,R(CN12)","B_Pauling,R(CN12)","A/BPauling,R(CN12)","A-BPauling,R(CN12)","Avg_Pauling,R(CN12)",A_MartynovBatsanovEN,B_MartynovBatsanovEN,A-B_MartynovBatsanovEN,A/B_MartynovBatsanovEN,Largest_MartynovBatsanovEN,Lowest_MartynovBatsanovEN,Avg_MartynovBatsanovEN,A_Density,B_Density,A-B_Density,A/B_Density,Largest_Density,Lowest_Density,Avg_Density,A_Cohesiveenergy,B_Cohesiveenergy,A-B_Cohesiveenergy,A/B_Cohesiveenergy,Largest_Cohesiveenergy,Lowest_Cohesiveenergy,Avg_Cohesiveenergy,A_shortest_dist_count,B_shortest_dist_count,A_avg_shortest_dist_count,B_avg_shortest_dist_count,A_shortest_tol_dist_count,B_shortest_tol_dist_count,A_avg_shortest_dist_within_tol_count,B_avg_shortest_dist_within_tol_count,A_second_by_first_shortest_dist,B_second_by_first_shortest_dist,A_avg_second_by_first_shortest_dist,B_avg_second_by_first_shortest_dist,A_second_shortest_dist_count,B_second_shortest_dist_count,A_avg_second_shortest_dist_count,B_avg_second_shortest_dist_count,A_homoatomic_dist_by_shortest_dist,B_homoatomic_dist_by_shortest_dist,A_avg_homoatomic_dist_by_shortest_dist,B_avg_homoatomic_dist_by_shortest_dist,A_count_at_A_shortest_dist,A_count_at_B_shortest_dist,A_avg_count_at_A_shortest_dist,A_avg_count_at_B_shortest_dist,B_count_at_A_shortest_dist,B_count_at_B_shortest_dist,B_avg_count_at_A_shortest_dist,B_avg_count_at_B_shortest_dist,A_lowest_wyckoff_label,B_lowest_wyckoff_label,identical_lowest_wyckoff_count,A_sites_total,B_sites_total,A_multiplicity_total,B_multiplicity_total,distAA,distBB,distAB,Asize,Bsize,Asize_by_Bsize,distAA_by2_byAsize,distBB_by2_byBsize,distAB_by2_byAsizebyBsize,Asize_ref,Bsize_ref,percent_diff_A_by_100,percent_diff_B_by_100,distAA_minus_ref_diff,distBB_minus_ref_diff,distAB_minus_ref_diff,refined_packing_eff,R_factor
Fe3C,27,66,58.6934,164.93032,223.62372,0.35586786,4,6,61,33,28,2.996,3.994,-0.998,6.99,3.994,2.996,3.495,1.244,1.761,0.706416809,-0.517,1.5025,1.76,1.2,0.56,1.466666667,1.76,1.2,1.48,8.9,8.8,0.1,1.011363636,8.9,8.8,8.85,4.44,3.14,1.3,1.414012739,4.44,3.14,3.79,1,1,1,1,2,6,2,6,1.0261,1.0261,1.0166,1.0261,1,1,1,1,1.3362,1.5656,1.2879,1.5656,0,1,0,1,1,0,1,0,4,4,2,2,1,12,4,3.4586,4.1957,2.68,1.7086,1.2515,1.3652,1.0121,1.6763,0.9054,1.7293,0.9506,0.0121,-0.2404,0,0.5469,0,0.66683,0.0579
TiAl3,40,12,92.90638,26.981539,119.887919,3.443331383,5,3,47,73,-26,3.523,1.989,1.534,5.512,3.523,1.989,2.756,1.456,1.429,1.018894332,0.027,1.4425,2.03,1.64,0.39,1.237804878,2.03,1.64,1.835,8.57,2.7,5.87,3.174074074,8.57,2.7,5.635,7.57,3.39,4.18,2.233038348,7.57,3.39,5.48,4,4,4,4,4,4,4,4,1.0588,1.0588,1.0588,1.0588,8,8,8,8,1.4132,0.9993,1.4132,1.0299,0,0,0,2,4,4,4,2,2,2,2,1,2,2,6,3.844,2.7181,2.7181,1.4302,1.4319,0.9988,1.3439,0.9491,0.9497,1.3591,1.3591,-0.0497,-0.0509,0.2929,0,0,0.66156,0.0051
Cr3Si,49,40,118.71,92.90638,211.61638,1.277737869,5,5,80,47,33,3.672,3.523,0.149,7.195,3.672,3.523,3.5975,1.62,1.456,1.112637363,0.164,1.538,1.88,2.03,-0.15,0.926108374,2.03,1.88,1.955,7.31,8.57,-1.26,0.852975496,8.57,7.31,7.94,3.14,7.57,-4.43,0.414795244,7.57,3.14,5.355,2,12,2,12,2,12,2,12,1.1174,1.5492,1.1174,1.5492,4,8,4,8,0.9985,1.5477,0.9985,1.5477,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.636,4.5657,2.9471,1.4302,1.4899,0.9599,0.9216,1.5322,1.0093,1.318,1.6291,-0.0785,0.0934,0,0.2864,0,0.63991,0.0149
Cu3Au,61,49,150.36,118.71,269.07,1.266616123,6,5,23,80,-57,3.847,3.672,0.175,7.519,3.847,3.672,3.7595,1.85,1.62,1.141975309,0.23,1.735,1.2,1.88,-0.68,0.638297872,1.88,1.2,1.54,7.52,7.31,0.21,1.02872777,7.52,7.31,7.415,2.14,3.14,-1,0.681528662,3.14,2.14,2.64,12,12,12,12,12,12,12,12,1.4139,1.4139,1.4139,1.4139,6,6,6,6,1.413,0.9991,1.413,0.9991,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.677,3.3071,3.3071,1.7165,1.4899,1.1521,1.3624,1.1098,1.0314,1.6536,1.6536,-0.0367,0.1098,0.2929,0,0,0.74047,0.0134
Mg3Cd,12,57,26.981539,140.115,167.096539,0.192567098,3,6,73,15,58,1.989,3.774,-1.785,5.763,3.774,1.989,2.8815,1.429,1.818,0.786028603,-0.389,1.6235,1.64,1.1,0.54,1.490909091,1.64,1.1,1.37,2.7,6.66,-3.96,0.405405405,6.66,2.7,4.68,3.39,4.32,-0.93,0.784722222,4.32,3.39,3.855,10,12,10,12,20,24,20,24,1.0324,1.0324,1.0324,1.0324,10,12,10,12,1.0007,1.4378,1.0007,1.4378,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,3.3924,4.8743,3.3925,1.7238,1.4319,1.2039,0.984,1.702,1.075,1.6962,1.6963,-0.016,0.1846,0,0.304,0,0.70714,0.0343
Mg3Cd,49,21,118.71,47.867,166.577,2.479996657,5,4,80,43,37,3.672,2.833,0.839,6.505,3.672,2.833,3.2525,1.62,1.467,1.104294479,0.153,1.5435,1.88,1.86,0.02,1.010752688,1.88,1.86,1.87,7.31,4.54,2.77,1.610132159,7.31,4.54,5.925,3.14,4.85,-1.71,0.64742268,4.85,3.14,3.995,10,12,10,12,20,24,20,24,1.0136,1.0136,1.0136,1.0136,10,12,10,12,0.9995,1.4233,0.9995,1.4233,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,2.9285,4.1703,2.9286,1.4038,1.4899,0.9422,1.0431,1.3995,1.012,1.4643,1.4643,0.0431,-0.0172,0,0.2977,0,0.7255,0.0022
PuNi3,69,27,173.045,58.6934,231.7384,2.948287201,6,4,39,61,-22,4.048,2.996,1.052,7.044,4.048,2.996,3.522,1.933,1.244,1.553858521,0.689,1.5885,1.1,1.76,-0.66,0.625,1.76,1.1,1.43,6.97,8.9,-1.93,0.783146067,8.9,6.97,7.935,1.6,4.44,-2.84,0.36036036,4.44,1.6,3.02,6,6,6,3.3333,9,19,7.5,6.3333,1.0211,1.1741,1.0687,1.0608,3,6,7.5,4.6667,1.0884,1.0007,1.1451,1.0001,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.0908,2.4495,2.8361,1.8969,1.2515,1.5157,0.8147,0.9786,0.9008,1.6113,1.2247,-0.1505,-0.0214,-0.0426,0,0,0.72253,0.0231
Mg3Cd,49,27,118.71,58.6934,177.4034,2.022544272,5,4,80,61,19,3.672,2.996,0.676,6.668,3.672,2.996,3.334,1.62,1.244,1.302250804,0.376,1.432,1.88,1.76,0.12,1.068181818,1.88,1.76,1.82,7.31,8.9,-1.59,0.821348315,8.9,7.31,8.105,3.14,4.44,-1.3,0.707207207,4.44,3.14,3.79,10,12,10,12,20,24,20,24,1.0076,1.0076,1.0076,1.0076,10,12,10,12,0.9988,1.4193,0.9988,1.4193,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,2.617,3.7187,2.617,1.2515,1.4899,0.84,1.0455,1.248,0.9546,1.3085,1.3085,0.0455,-0.1217,0,0.2962,0,0.73003,0.0169
Cu3Au,61,45,150.36,106.42,256.78,1.412892313,6,5,23,62,-39,3.847,3.101,0.746,6.948,3.847,3.101,3.474,1.85,1.373,1.347414421,0.477,1.6115,1.2,2.08,-0.88,0.576923077,2.08,1.2,1.64,7.52,12,-4.48,0.626666667,12,7.52,9.76,2.14,3.89,-1.75,0.550128535,3.89,2.14,3.015,12,12,12,12,12,12,12,12,1.4124,1.4124,1.4124,1.4124,6,6,6,6,1.4124,0.9987,1.4124,0.9987,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.11,2.9062,2.9062,1.7165,1.3768,1.2467,1.1972,1.0554,0.9395,1.4531,1.4531,-0.1534,0.0554,0.2929,0,0,0.74047,0.0266
Cu3Au,65,81,162.5,207.2,369.7,0.784266409,6,6,31,81,-50,3.963,4.426,-0.463,8.389,4.426,3.963,4.1945,1.77,1.746,1.013745704,0.024,1.758,1.15,1.92,-0.77,0.598958333,1.92,1.15,1.535,8.55,11.4,-2.85,0.75,11.4,8.55,9.975,3.04,2.03,1.01,1.497536946,3.04,2.03,2.535,12,12,12,12,12,12,12,12,1.4147,1.4147,1.4147,1.4147,6,6,6,6,1.4135,0.9995,1.4135,0.9995,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.806,3.3984,3.3984,1.6634,1.7253,0.9641,1.4446,0.9849,1.0028,1.6992,1.6992,0.0215,-0.0151,0.2929,0,0,0.74048,0.0007
Fe3C,76,48,192.217,114.818,307.035,1.674101622,6,5,60,75,-15,4.908,3.259,1.649,8.167,4.908,3.259,4.0835,1.355,1.66,0.81626506,-0.305,1.5075,1.87,1.63,0.24,1.147239264,1.87,1.63,1.75,22.4,7.31,15.09,3.064295486,22.4,7.31,14.855,6.94,2.52,4.42,2.753968254,6.94,2.52,4.73,1,1,1,1,3,1,3,1,1.0451,1.1312,1.0451,1.1146,2,1,2,1,1.7432,1.3133,1.7432,1.247,0,1,0,1,1,0,1,0,4,4,2,1,2,4,12,4.2533,3.0106,2.4444,1.3542,1.6085,0.8419,1.5704,0.9358,0.825,0.939,1.5053,-0.3066,-0.0642,0.5584,0,0,0.56271,0.0981
Cu3Au,48,56,114.818,138.9055,253.7235,0.82659074,5,6,75,13,62,3.259,3.84,-0.581,7.099,3.84,3.259,3.5495,1.66,1.871,0.887226082,-0.211,1.7655,1.63,1.35,0.28,1.207407407,1.63,1.35,1.49,7.31,6.15,1.16,1.188617886,7.31,6.15,6.73,2.52,4.47,-1.95,0.563758389,4.47,2.52,3.495,12,12,12,12,12,12,12,12,1.4139,1.4139,1.4139,1.4139,6,6,6,6,0.9989,1.4126,0.9989,1.4126,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,3.5959,5.0854,3.5959,1.8186,1.6085,1.1306,0.9886,1.5808,1.0493,1.798,1.798,-0.0114,0.1178,0,0.2929,0,0.74047,0.014
Cu3Au,57,45,140.115,106.42,246.535,1.316622815,6,5,15,62,-47,3.774,3.101,0.673,6.875,3.774,3.101,3.4375,1.818,1.373,1.324107793,0.445,1.5955,1.1,2.08,-0.98,0.528846154,2.08,1.1,1.59,6.66,12,-5.34,0.555,12,6.66,9.33,4.32,3.89,0.43,1.110539846,4.32,3.89,4.105,12,12,12,12,12,12,12,12,1.411,1.411,1.411,1.411,6,6,6,6,1.4127,0.9989,1.4127,0.9989,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.125,2.9168,2.9168,1.7238,1.3768,1.252,1.1965,1.0593,0.9407,1.4584,1.4584,-0.154,0.0593,0.2929,0,0,0.74048,0.0272
Cu3Au,48,56,114.818,138.9055,253.7235,0.82659074,5,6,75,13,62,3.259,3.84,-0.581,7.099,3.84,3.259,3.5495,1.66,1.871,0.887226082,-0.211,1.7655,1.63,1.35,0.28,1.207407407,1.63,1.35,1.49,7.31,6.15,1.16,1.188617886,7.31,6.15,6.73,2.52,4.47,-1.95,0.563758389,4.47,2.52,3.495,12,12,12,12,12,12,12,12,1.4123,1.4123,1.4123,1.4123,6,6,6,6,0.9986,1.4123,0.9986,1.4123,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,3.585,5.07,3.585,1.8186,1.6085,1.1306,0.9856,1.576,1.0461,1.7925,1.7925,-0.0144,0.1144,0,0.2929,0,0.74047,0.0133
Mg3Cd,48,27,114.818,58.6934,173.5114,1.95623358,5,4,75,61,14,3.259,2.996,0.263,6.255,3.259,2.996,3.1275,1.66,1.244,1.334405145,0.416,1.452,1.63,1.76,-0.13,0.926136364,1.76,1.63,1.695,7.31,8.9,-1.59,0.821348315,8.9,7.31,8.105,2.52,4.44,-1.92,0.567567568,4.44,2.52,3.48,10,12,10,12,20,24,20,24,1.0153,1.0153,1.0153,1.0153,10,12,10,12,0.9982,1.4243,0.9982,1.4243,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,2.6152,3.7317,2.6152,1.2515,1.6085,0.778,1.0448,1.16,0.9144,1.3076,1.3076,0.0448,-0.187,0,0.2992,0,0.72121,0.037
Cu3Au,66,48,164.93032,114.818,279.74832,1.436450034,6,5,33,75,-42,3.994,3.259,0.735,7.253,3.994,3.259,3.6265,1.761,1.66,1.060843373,0.101,1.7105,1.2,1.63,-0.43,0.736196319,1.63,1.2,1.415,8.8,7.31,1.49,1.203830369,8.8,7.31,8.055,3.14,2.52,0.62,1.246031746,3.14,2.52,2.83,12,12,12,12,12,12,12,12,1.4149,1.4149,1.4149,1.4149,6,6,6,6,1.4146,1.0002,1.4146,1.0002,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.569,3.2308,3.2308,1.7086,1.6085,1.0622,1.3371,1.0043,0.974,1.6154,1.6154,-0.0546,0.0043,0.2929,0,0,0.74047,0.003
Mg3Cd,12,57,26.981539,140.115,167.096539,0.192567098,3,6,73,15,58,1.989,3.774,-1.785,5.763,3.774,1.989,2.8815,1.429,1.818,0.786028603,-0.389,1.6235,1.64,1.1,0.54,1.490909091,1.64,1.1,1.37,2.7,6.66,-3.96,0.405405405,6.66,2.7,4.68,3.39,4.32,-0.93,0.784722222,4.32,3.39,3.855,2,6,2,6,8,6,8,6,1.003,1.0571,1.003,1.0571,2,6,2,6,1,1.47,1,1.47,2,6,2,6,0,0,0,0,6,2,1,1,1,6,2,3.3201,4.8951,3.332,1.7238,1.4319,1.2039,0.963,1.7093,1.0559,1.66,1.672,-0.037,0.1677,0,0.3169,0,0.65821,0.0295
PuNi3,67,27,167.259,58.6934,225.9524,2.849707122,6,4,35,61,-26,4.018,2.996,1.022,7.014,4.018,2.996,3.507,1.748,1.244,1.405144695,0.504,1.496,1.2,1.76,-0.56,0.681818182,1.76,1.2,1.48,9.07,8.9,0.17,1.019101124,9.07,8.9,8.985,3.29,4.44,-1.15,0.740990991,4.44,3.29,3.865,6,6,6,3.3333,9,19,7.5,6.3333,1.0246,1.1774,1.0702,1.0618,3,6,7.5,4.6667,1.089,1.0011,1.1461,1.0004,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.1036,2.4602,2.848,1.6438,1.2515,1.3135,0.944,0.9829,0.9836,1.6178,1.2301,-0.0158,-0.0171,-0.0425,0,0,0.72254,0.0005
Mg3Cd,49,27,118.71,58.6934,177.4034,2.022544272,5,4,80,61,19,3.672,2.996,0.676,6.668,3.672,2.996,3.334,1.62,1.244,1.302250804,0.376,1.432,1.88,1.76,0.12,1.068181818,1.88,1.76,1.82,7.31,8.9,-1.59,0.821348315,8.9,7.31,8.105,3.14,4.44,-1.3,0.707207207,4.44,3.14,3.79,10,12,10,12,20,24,20,24,1.0115,1.0115,1.0115,1.0115,10,12,10,12,1.0013,1.4245,1.0013,1.4245,8,12,8,12,2,0,2,0,6,2,1,1,1,6,2,2.6133,3.7178,2.6133,1.2515,1.4899,0.84,1.0441,1.2477,0.9533,1.3066,1.3067,0.0441,-0.123,0,0.2971,0,0.7275,0.0171
Cu3Au,38,49,88.90584,118.71,207.61584,0.74893303,5,5,12,80,-68,3.379,3.672,-0.293,7.051,3.672,3.379,3.5255,1.797,1.62,1.109259259,0.177,1.7085,1.41,1.88,-0.47,0.75,1.88,1.41,1.645,4.47,7.31,-2.84,0.611491108,7.31,4.47,5.89,4.37,3.14,1.23,1.391719745,4.37,3.14,3.755,12,12,12,12,12,12,12,12,1.4151,1.4151,1.4151,1.4151,6,6,6,6,1.4139,0.9998,1.4139,0.9998,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.666,3.2994,3.2994,1.6813,1.4899,1.1285,1.3876,1.1072,1.0404,1.6497,1.6497,-0.0188,0.1072,0.2929,0,0,0.74047,0.0118
Cu3Au,81,77,207.2,195.084,402.284,1.06210658,6,6,81,63,18,4.426,4.883,-0.457,9.309,4.883,4.426,4.6545,1.746,1.385,1.260649819,0.361,1.5655,1.92,1.91,0.01,1.005235602,1.92,1.91,1.915,11.4,21.4,-10,0.53271028,21.4,11.4,16.4,2.03,5.84,-3.81,0.34760274,5.84,2.03,3.935,12,12,12,12,12,12,12,12,1.4146,1.4146,1.4146,1.4146,6,6,6,6,0.9998,1.4139,0.9998,1.4139,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,2.8694,4.058,2.8694,1.3843,1.7253,0.8024,1.0364,1.176,0.9228,1.4347,1.4347,0.0364,-0.1684,0,0.2929,0,0.74047,0.0297
Cu3Au,39,44,91.224,102.9055,194.1295,0.88648323,5,5,44,59,-15,3.401,3.701,-0.3,7.102,3.701,3.401,3.551,1.597,1.342,1.190014903,0.255,1.4695,1.7,1.99,-0.29,0.854271357,1.99,1.7,1.845,6.51,12.4,-5.89,0.525,12.4,6.51,9.455,6.25,5.75,0.5,1.086956522,6.25,5.75,6,12,12,12,12,12,12,12,12,1.4152,1.4152,1.4152,1.4152,6,6,6,6,1.4159,1.0012,1.4159,1.0012,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,3.922,2.7733,2.7733,1.5585,1.3444,1.1592,1.2583,1.0314,0.9553,1.3866,1.3866,-0.1103,0.0314,0.2929,0,0,0.74048,0.0132
Fe3C,26,65,58.9332,162.5,221.4332,0.362665846,4,6,58,31,27,3.046,3.963,-0.917,7.009,3.963,3.046,3.5045,1.252,1.77,0.707344633,-0.518,1.511,1.72,1.15,0.57,1.495652174,1.72,1.15,1.435,8.9,8.55,0.35,1.040935673,8.9,8.55,8.725,4.39,3.04,1.35,1.444078947,4.39,3.04,3.715,1,2,1,2,1,3,1.5,3,1.0865,1.0489,1.0594,1.0489,1,1,1,1,1.2813,1.5822,1.2622,1.5822,0,2,0,2,1,0,1,0,4,4,2,2,1,12,4,3.4082,4.2086,2.6633,1.6634,1.2492,1.3316,1.0245,1.6845,0.9144,1.7041,0.9592,0.0245,-0.2321,0,0.5442,0,0.64841,0.0545
Cu3Au,31,40,72.63,92.90638,165.53638,0.781754708,4,5,79,47,32,3.046,3.523,-0.477,6.569,3.523,3.046,3.2845,1.366,1.456,0.938186813,-0.09,1.411,1.99,2.03,-0.04,0.980295567,2.03,1.99,2.01,5.32,8.57,-3.25,0.620770128,8.57,5.32,6.945,3.85,7.57,-3.72,0.508586526,7.57,3.85,5.71,12,12,12,12,12,12,12,12,1.4136,1.4136,1.4136,1.4136,6,6,6,6,0.9996,1.4136,0.9996,1.4136,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,3.2385,4.58,3.2385,1.4302,1.2224,1.17,1.1322,1.8734,1.2209,1.6193,1.6193,0.1322,0.3247,0,0.2929,0,0.74047,0.1229
Fe3C,76,67,192.217,167.259,359.476,1.14921768,6,6,60,35,25,4.908,4.018,0.89,8.926,4.908,4.018,4.463,1.355,1.748,0.775171625,-0.393,1.5515,1.87,1.2,0.67,1.558333333,1.87,1.2,1.535,22.4,9.07,13.33,2.469680265,22.4,9.07,15.735,6.94,3.29,3.65,2.109422492,6.94,3.29,5.115,1,3,1,3,2,6,2,6,1.0217,1.0036,1.0126,1.0036,1,1,1,1,1.1868,1.5621,1.2226,1.5621,0,3,0,3,1,0,1,0,4,4,2,2,1,12,4,3.2873,4.3271,2.7683,1.6438,1.3542,1.2139,0.9999,1.5977,0.9234,1.6437,1.1246,-0.0001,-0.1695,0,0.4802,0,0.60268,0.0287
TiAl3,30,24,69.723,54.93805,124.66105,1.2691204,4,4,74,52,22,2.655,2.956,-0.301,5.611,2.956,2.655,2.8055,1.408,1.306,1.078101072,0.102,1.357,1.7,2.04,-0.34,0.833333333,2.04,1.7,1.87,5.9,7.43,-1.53,0.794078062,7.43,5.9,6.665,2.81,2.92,-0.11,0.962328767,2.92,2.81,2.865,8,8,8,8,12,12,12,12,1.0454,1.0454,1.0454,1.0454,4,4,4,4,0.9996,1.4792,0.9996,1.4792,4,8,6,8,4,0,2,0,2,2,2,2,1,6,2,2.6389,3.905,2.6389,1.202,1.2796,0.9394,1.0977,1.5259,1.0634,1.3194,1.3194,0.0977,0.0311,0,0.3242,0,0.71087,0.0105
Cr3Si,76,40,192.217,92.90638,285.12338,2.068932187,6,5,60,47,13,4.908,3.523,1.385,8.431,4.908,3.523,4.2155,1.355,1.456,0.930631868,-0.101,1.4055,1.87,2.03,-0.16,0.921182266,2.03,1.87,1.95,22.4,8.57,13.83,2.613768961,22.4,8.57,15.485,6.94,7.57,-0.63,0.91677675,7.57,6.94,7.255,24,4,14,14,28,4,14,14,1.5505,1.1167,1.3336,1.3336,16,8,12,12,0.9999,0.9987,0.9993,0.9993,14,2,7,7,14,14,7,7,2,2,2,2,2,8,8,2.5666,2.5666,2.5666,1.4302,1.3542,1.0561,0.8973,0.9477,0.9218,1.2833,1.2833,-0.1027,-0.0523,0,0,0,1.0472,0.0133
PuNi3,63,26,157.25,58.9332,216.1832,2.668275268,6,4,27,58,-31,4.034,3.046,0.988,7.08,4.034,3.046,3.54,1.795,1.252,1.43370607,0.543,1.5235,1.1,1.72,-0.62,0.639534884,1.72,1.1,1.41,7.9,8.9,-1,0.887640449,8.9,7.9,8.4,4.14,4.39,-0.25,0.943052392,4.39,4.14,4.265,6,6,6,3.3333,9,19,7.5,6.3333,1.0241,1.1739,1.0688,1.0606,3,6,7.5,3.3333,1.0912,0.9989,1.1447,1.0009,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.1643,2.5044,2.9028,1.7454,1.2492,1.3972,0.9065,1.0024,0.9694,1.6506,1.2522,-0.0543,0.0024,-0.0432,0,0,0.72245,0.003
Cr3Si,12,22,26.981539,50.9415,77.923039,0.529657332,3,4,73,46,27,1.989,2.816,-0.827,4.805,2.816,1.989,2.4025,1.429,1.338,1.068011958,0.091,1.3835,1.64,2.22,-0.58,0.738738739,2.22,1.64,1.93,2.7,6.11,-3.41,0.441898527,6.11,2.7,4.405,3.39,5.31,-1.92,0.638418079,5.31,3.39,4.35,2,12,2,12,2,12,2,12,1.1203,1.5482,1.1203,1.5482,4,8,4,8,1.0019,1.5489,1.0019,1.5489,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.4145,4.182,2.6995,1.3117,1.4319,0.9161,0.9204,1.4603,0.9839,1.2072,1.4922,-0.0796,0.0421,0,0.2864,0,0.63991,0.0081
Cu3Au,12,27,26.981539,58.6934,85.674939,0.459703118,3,4,73,61,12,1.989,2.996,-1.007,4.985,2.996,1.989,2.4925,1.429,1.244,1.148713826,0.185,1.3365,1.64,1.76,-0.12,0.931818182,1.76,1.64,1.7,2.7,8.9,-6.2,0.303370787,8.9,2.7,5.8,3.39,4.44,-1.05,0.763513514,4.44,3.39,3.915,12,12,12,12,12,12,12,12,1.4127,1.4127,1.4127,1.4127,6,6,6,6,0.9981,1.4115,0.9981,1.4115,8,12,8,12,4,0,4,0,3,1,1,1,1,3,1,2.5152,3.557,2.5152,1.2515,1.4319,0.874,1.0049,1.2421,0.9373,1.2576,1.2576,0.0049,-0.1217,0,0.2929,0,0.74047,0.0148
PuNi3,63,25,157.25,55.847,213.097,2.815728687,6,4,27,55,-28,4.034,3.0478,0.9862,7.0818,4.034,3.0478,3.5409,1.795,1.26,1.424603175,0.535,1.5275,1.1,1.67,-0.57,0.658682635,1.67,1.1,1.385,7.9,7.86,0.04,1.005089059,7.9,7.86,7.88,4.14,4.28,-0.14,0.96728972,4.28,4.14,4.21,6,6,6,3.3333,12,19,9,6.3333,1.0304,1.1961,1.0689,1.068,3,6,7.5,3.3333,1.0922,1.0007,1.1323,1,0,0,0,0,6,10,6,3.3333,3,3,2,2,3,9,27,3.233,2.5291,2.9596,1.7454,1.2422,1.4051,0.9262,1.018,0.9906,1.695,1.2646,-0.0288,0.018,-0.0486,0,0,0.72221,0.0012
Cr3Si,50,40,121.76,92.90638,214.66638,1.310566616,5,5,85,47,38,3.984,3.523,0.461,7.507,3.984,3.523,3.7535,1.59,1.456,1.092032967,0.134,1.523,2.14,2.03,0.11,1.054187192,2.14,2.03,2.085,6.69,8.57,-1.88,0.780630105,8.57,6.69,7.63,2.75,7.57,-4.82,0.36327609,7.57,2.75,5.16,2,12,2,12,2,12,2,12,1.1179,1.5476,1.1179,1.5476,4,8,4,8,0.9998,1.549,0.9998,1.549,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.6294,4.5542,2.9397,1.4302,1.4545,0.9833,0.9192,1.5655,1.0191,1.3147,1.625,-0.0808,0.1172,0,0.2864,0,0.63991,0.0203
Cr3Si,49,72,118.71,180.9479,299.6579,0.656045193,5,6,80,48,32,3.672,4.593,-0.921,8.265,4.593,3.672,4.1325,1.62,1.457,1.111873713,0.163,1.5385,1.88,1.94,-0.06,0.969072165,1.94,1.88,1.91,7.31,16.6,-9.29,0.440361446,16.6,7.31,11.955,3.14,8.1,-4.96,0.387654321,8.1,3.14,5.62,2,12,2,12,2,12,2,12,1.1174,1.5525,1.1174,1.5525,4,8,4,8,1.001,1.5515,1.001,1.5515,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.6425,4.5769,2.9544,1.4132,1.4899,0.9485,0.9349,1.536,1.0177,1.3212,1.6332,-0.0651,0.0962,0,0.2864,0,0.63991,0.0135
Cu3Au,56,45,138.9055,106.42,245.3255,1.30525747,6,5,13,62,-49,3.84,3.101,0.739,6.941,3.84,3.101,3.4705,1.871,1.373,1.362709395,0.498,1.622,1.35,2.08,-0.73,0.649038462,2.08,1.35,1.715,6.15,12,-5.85,0.5125,12,6.15,9.075,4.47,3.89,0.58,1.149100257,4.47,3.89,4.18,12,12,12,12,12,12,12,12,1.4147,1.4147,1.4147,1.4147,6,6,6,6,1.4144,1.0001,1.4144,1.0001,0,4,0,4,12,8,12,8,1,3,1,1,1,1,3,4.229,2.9904,2.9904,1.8186,1.3768,1.3209,1.1627,1.086,0.9358,1.4952,1.4952,-0.1778,0.086,0.2929,0,0,0.74048,0.039
Cr3Si,50,40,121.76,92.90638,214.66638,1.310566616,5,5,85,47,38,3.984,3.523,0.461,7.507,3.984,3.523,3.7535,1.59,1.456,1.092032967,0.134,1.523,2.14,2.03,0.11,1.054187192,2.14,2.03,2.085,6.69,8.57,-1.88,0.780630105,8.57,6.69,7.63,2.75,7.57,-4.82,0.36327609,7.57,2.75,5.16,2,12,2,12,2,12,2,12,1.1179,1.551,1.1179,1.551,4,8,4,8,1,1.5494,1,1.5494,2,12,2,12,0,0,0,0,6,2,1,1,1,6,2,2.63,4.5553,2.9404,1.4302,1.4545,0.9833,0.9194,1.5659,1.0193,1.315,1.6254,-0.0806,0.1175,0,0.2864,0,0.63991,0.0203
